timestamp,trip_id,route_id,schedule_relationship,vehicle_id,stop_id,arrival,departure
timestamp,trip_id,route_id,schedule_relationship,vehicle_id,stop_id,arrival,departure
timestamp,trip_id,route_id,schedule_relationship,vehicle_id,stop_id,arrival,departure
1634860849,6073020,P1,0,3411,7279,0,1634861601
1634860849,6073020,P1,0,3411,7280,1634861721,0
1634860849,6073020,P1,0,3411,1510,1634861803,0
1634860849,6073020,P1,0,3411,3427,1634861866,0
1634860849,6073020,P1,0,3411,5560,1634861961,0
1634860849,6073020,P1,0,3411,5125,1634862134,0
1634860849,6073020,P1,0,3411,20501,1634862374,0
1634860849,6073020,P1,0,3411,8165,1634862441,0
1634860866,6182020,17,0,6106,19349,1634860877,0
1634860866,6182020,17,0,6106,798,1634860918,0
1634860866,6182020,17,0,6106,799,1634860937,0
1634860866,6182020,17,0,6106,802,1634860977,0
1634860866,6182020,17,0,6106,803,1634860989,0
1634860866,6182020,17,0,6106,860,1634861013,0
1634860866,6182020,17,0,6106,1717,1634861279,0
1634860866,6182020,17,0,6106,1525,1634861346,0
1634860866,6182020,17,0,6106,1526,1634861362,0
1634860866,6182020,17,0,6106,1528,1634861409,0
1634860866,6182020,17,0,6106,1529,1634861434,0
1634860866,6182020,17,0,6106,1854,1634861489,0
1634860866,6182020,17,0,6106,1855,1634861524,0
1634860866,6182020,17,0,6106,1857,1634861556,0
1634860866,6182020,17,0,6106,1858,1634861607,0
1634860866,6182020,17,0,6106,19350,1634861634,0
1634860866,6182020,17,0,6106,19351,1634861659,0
1634860866,6182020,17,0,6106,1861,1634861683,0
1634860866,6182020,17,0,6106,1862,1634861709,0
1634860866,6182020,17,0,6106,1863,1634861746,0
1634860866,6182020,17,0,6106,1864,1634861765,0
1634860866,6182020,17,0,6106,1540,1634861796,0
1634860866,6182020,17,0,6106,18308,1634861815,0
1634860866,6182020,17,0,6106,1911,1634861871,0
1634860866,6182020,17,0,6106,22825,1634861884,0
1634860866,6182020,17,0,6106,1975,1634861918,0
1634860866,6182020,17,0,6106,1705,1634862114,0
1634860866,6182020,17,0,6106,1706,1634862129,0
1634860866,6182020,17,0,6106,1707,1634862163,0
1634860866,6182020,17,0,6106,1708,1634862197,0
1634860866,6182020,17,0,6106,1709,1634862231,0
1634860866,6182020,17,0,6106,1710,1634862269,0
1634860866,6182020,17,0,6106,1719,1634862315,0
1634860866,6182020,17,0,6106,1720,1634862356,0
1634860866,6182020,17,0,6106,1721,1634862429,0
1634860866,6182020,17,0,6106,15952,1634862517,0
1634860866,6182020,17,0,6106,1553,1634862580,0
1634860866,6182020,17,0,6106,1554,1634862609,0
1634860848,8145020,P3,0,6356,16063,1634862072,0
1634860848,8145020,P3,0,6356,15879,1634862135,0
1634860848,8145020,P3,0,6356,15878,1634862290,0
1634860848,8145020,P3,0,6356,15880,1634862360,0
1634860848,8145020,P3,0,6356,8154,1634862448,0
1634860848,8145020,P3,0,6356,8161,1634862660,0
1634860848,13308020,14,0,6206,19883,0,1634861400
1634860848,13308020,14,0,6206,18289,1634861406,0
1634860848,13308020,14,0,6206,1413,1634861491,0
1634860848,13308020,14,0,6206,1414,1634861532,0
1634860848,13308020,14,0,6206,1415,1634861544,0
1634860848,13308020,14,0,6206,1416,1634861554,0
1634860848,13308020,14,0,6206,16086,1634861573,0
1634860848,13308020,14,0,6206,1418,1634861584,0
1634860848,13308020,14,0,6206,1419,1634861700,0
1634860848,13308020,14,0,6206,18291,1634861892,0
1634860848,13308020,14,0,6206,1421,1634861914,0
1634860848,13308020,14,0,6206,1422,1634861978,0
1634860848,13308020,14,0,6206,1424,1634862001,0
1634860848,13308020,14,0,6206,1425,1634862019,0
1634860848,13308020,14,0,6206,18292,1634862060,0
1634860848,13308020,14,0,6206,1427,1634862094,0
1634860848,13308020,14,0,6206,16963,1634862110,0
1634860848,13308020,14,0,6206,18293,1634862123,0
1634860848,13308020,14,0,6206,1429,1634862148,0
1634860848,13308020,14,0,6206,1430,1634862170,0
1634860848,13308020,14,0,6206,1431,1634862186,0
1634860848,13308020,14,0,6206,1432,1634862200,0
1634860848,13308020,14,0,6206,1433,1634862211,0
1634860848,13308020,14,0,6206,1434,1634862249,0
1634860848,13308020,14,0,6206,1435,1634862280,0
1634860848,13308020,14,0,6206,1436,1634862330,0
1634860848,13308020,14,0,6206,18294,1634862360,0
1634860848,13308020,14,0,6206,1438,1634862386,0
1634860848,13308020,14,0,6206,1439,1634862400,0
1634860848,13308020,14,0,6206,1440,1634862410,0
1634860848,13308020,14,0,6206,1441,1634862428,0
1634860848,13308020,14,0,6206,1444,1634862591,0
1634860869,8712020,8,0,6204,179,1634860912,0
1634860834,2901020,48,0,6318,4833,0,1634861700
1634860834,2901020,48,0,6318,22870,1634861732,0
1634860834,2901020,48,0,6318,4838,1634861748,0
1634860834,2901020,48,0,6318,4839,1634861772,0
1634860834,2901020,48,0,6318,4840,1634861805,0
1634860834,2901020,48,0,6318,4841,1634861913,0
1634860834,2901020,48,0,6318,4842,1634861991,0
1634860834,2901020,48,0,6318,19877,1634862037,0
1634860834,2901020,48,0,6318,4844,1634862066,0
1634860834,2901020,48,0,6318,18465,1634862128,0
1634860834,2901020,48,0,6318,4847,1634862180,0
1634860834,2901020,48,0,6318,4848,1634862229,0
1634860834,2901020,48,0,6318,4850,1634862282,0
1634860834,2901020,48,0,6318,4852,1634862332,0
1634860834,2901020,48,0,6318,4853,1634862360,0
1634860834,2901020,48,0,6318,2553,1634862420,0
1634860834,2901020,48,0,6318,2554,1634862448,0
1634860834,2901020,48,0,6318,2555,1634862483,0
1634860834,2901020,48,0,6318,17749,1634862565,0
1634860834,2901020,48,0,6318,4855,1634862600,0
1634860834,2901020,48,0,6318,19663,1634862615,0
1634860834,2901020,48,0,6318,19665,1634862644,0
1634860862,2712020,71A,0,3208,3250,1634860897,0
1634860862,2712020,71A,0,3208,3251,1634860916,0
1634860862,2712020,71A,0,3208,3252,1634860945,0
1634860862,2712020,71A,0,3208,2556,1634860964,0
1634860862,2712020,71A,0,3208,2557,1634860983,0
1634860862,2712020,71A,0,3208,2558,1634861007,0
1634860862,2712020,71A,0,3208,19850,1634861060,0
1634860862,2712020,71A,0,3208,2561,1634861085,0
1634860862,2712020,71A,0,3208,2562,1634861123,0
1634860862,2712020,71A,0,3208,17671,1634861162,0
1634860862,2712020,71A,0,3208,2564,1634861171,0
1634860862,2712020,71A,0,3208,2565,1634861191,0
1634860862,2712020,71A,0,3208,2566,1634861229,0
1634860862,2712020,71A,0,3208,2567,1634861307,0
